zipcode,city,state, outbound , inbound , netgain ,pct_inbound
2090,WESTWOOD,MA," 4,416 "," 4,902 ", 486 ,52.6%
2093,WRENTHAM,MA," 3,145 "," 3,965 ", 820 ,55.8%
2108,BOSTON,MA," 4,602 "," 3,053 "," (1,549)",39.9%
2109,BOSTON,MA," 5,840 "," 5,178 ", (662),47.0%
2110,BOSTON,MA," 4,132 "," 3,029 "," (1,103)",42.3%
2111,BOSTON,MA," 7,052 "," 4,915 "," (2,137)",41.1%
2112,BOSTON,MA, 26 , 67 , 41 ,72.0%
2113,BOSTON,MA," 7,453 "," 4,387 "," (3,066)",37.1%
2114,BOSTON,MA," 17,108 "," 13,124 "," (3,984)",43.4%
2115,BOSTON,MA," 12,684 "," 8,028 "," (4,656)",38.8%
2116,BOSTON,MA," 18,985 "," 13,644 "," (5,341)",41.8%
2117,BOSTON,MA, 282 , 198 , (84),41.3%
2118,BOSTON,MA," 20,494 "," 15,169 "," (5,325)",42.5%
2119,BOSTON,MA," 1,946 "," 1,609 ", (337),45.3%
2119,ROXBURY,MA," 10,886 "," 8,708 "," (2,178)",44.4%
2120,BOSTON,MA, 728 , 498 , (230),40.6%
2120,MISSION HILL,MA," 1,853 "," 1,137 ", (716),38.0%
2120,ROXBURY,MA," 1,428 ", 822 , (606),36.5%
2120,ROXBURY CROSSING,MA," 3,817 "," 2,134 "," (1,683)",35.9%
2121,BOSTON,MA, 451 , 414 , (37),47.9%
2121,DORCHESTER,MA," 10,553 "," 8,153 "," (2,400)",43.6%
2122,DORCHESTER,MA," 11,519 "," 9,162 "," (2,357)",44.3%
2123,BOSTON,MA, 656 , 69 , (587),9.5%
2124,BOSTON,MA, 466 , 386 , (80),45.3%
2124,DORCHESTER,MA," 5,307 "," 4,357 ", (950),45.1%
2124,DORCHESTER CENTER,MA," 14,557 "," 11,812 "," (2,745)",44.8%
2125,BOSTON,MA," 3,569 "," 2,625 ", (944),42.4%
2125,DORCHESTER,MA," 12,168 "," 9,195 "," (2,973)",43.0%
2125,UPHAMS CORNER,MA," 2,402 "," 1,913 ", (489),44.3%
2126,MATTAPAN,MA," 9,376 "," 7,791 "," (1,585)",45.4%
2127,BOSTON,MA," 3,465 "," 2,613 ", (852),43.0%
2127,SOUTH BOSTON,MA," 26,090 "," 16,833 "," (9,257)",39.2%
2128,BOSTON,MA," 3,869 "," 3,090 ", (779),44.4%
2128,EAST BOSTON,MA," 17,936 "," 15,089 "," (2,847)",45.7%
2129,BOSTON,MA, 570 , 363 , (207),38.9%
2129,CHARLEMONT,MA, 159 , 124 , (35),43.8%
2129,CHARLESTOWN,MA," 11,512 "," 9,516 "," (1,996)",45.3%
2130,BOSTON,MA, 788 , 705 , (83),47.2%
2130,JAMAICA PLAIN,MA," 24,482 "," 19,831 "," (4,651)",44.8%
2131,BOSTON,MA, 211 , 187 , (24),47.0%
2131,ROSLINDALE,MA," 11,660 "," 10,145 "," (1,515)",46.5%
2132,WEST ROXBURY,MA," 9,277 "," 8,954 ", (323),49.1%
2134,ALLSTON,MA," 17,620 "," 10,577 "," (7,043)",37.5%
2134,BOSTON,MA," 1,192 ", 773 , (419),39.3%
2135,BOSTON,MA, 752 , 450 , (302),37.4%
2135,BRIGHTON,MA," 35,731 "," 24,359 "," (11,372)",40.5%
2136,BOSTON,MA, 191 , 232 , 41 ,54.8%
2136,HYDE PARK,MA," 11,280 "," 9,344 "," (1,936)",45.3%
2136,JAMAICA PLAIN,MA, 241 , 166 , (75),40.8%
2137,HYDE PARK,MA, -   , 11 , 11 ,100.0%
2137,READVILLE,MA, -   , 32 , 32 ,100.0%
2138,CAMBRIDGE,MA," 22,694 "," 16,208 "," (6,486)",41.7%
2139,CAMBRIDGE,MA," 27,481 "," 19,024 "," (8,457)",40.9%
2140,CAMBRIDGE,MA," 16,059 "," 12,931 "," (3,128)",44.6%
2141,CAMBRIDGE,MA," 12,527 "," 9,596 "," (2,931)",43.4%
2142,CAMBRIDGE,MA," 5,670 "," 4,391 "," (1,279)",43.6%
2143,SOMERVILLE,MA," 21,095 "," 15,176 "," (5,919)",41.8%
2144,SOMERVILLE,MA," 17,870 "," 12,493 "," (5,377)",41.1%
2144,W SOMERVILLE,MA," 1,644 ", 993 , (651),37.7%
2145,SOMERVILLE,MA," 17,775 "," 13,501 "," (4,274)",43.2%
2148,MALDEN,MA," 33,986 "," 27,760 "," (6,226)",45.0%
2149,EVERETT,MA," 19,840 "," 15,552 "," (4,288)",43.9%
2150,CHELSEA,MA," 16,286 "," 12,711 "," (3,575)",43.8%
2151,REVERE,MA," 25,254 "," 21,836 "," (3,418)",46.4%
2152,WINTHROP,MA," 6,885 "," 6,317 ", (568),47.8%
2155,MEDFORD,MA," 28,976 "," 23,882 "," (5,094)",45.2%
2163,BOSTON,MA," 1,062 ", 798 , (264),42.9%
2169,QUINCY,MA," 32,839 "," 28,737 "," (4,102)",46.7%
2170,QUINCY,MA," 7,222 "," 5,766 "," (1,456)",44.4%
2170,WOLLASTON,MA, 614 , 519 , (95),45.8%
2171,NORTH QUINCY,MA, 236 , 173 , (63),42.3%
2171,QUINCY,MA," 10,167 "," 8,935 "," (1,232)",46.8%
2176,MELROSE,MA," 10,715 "," 10,216 ", (499),48.8%
2180,STONEHAM,MA," 7,939 "," 8,134 ", 195 ,50.6%
2184,BRAINTREE,MA," 11,719 "," 11,558 ", (161),49.7%
2184,EAST BRAINTREE,MA, 229 , 253 , 24 ,52.5%
2185,BRAINTREE,MA, 135 , 181 , 46 ,57.3%
2186,MILTON,MA," 6,328 "," 6,663 ", 335 ,51.3%
2188,WEYMOUTH,MA," 6,520 "," 6,169 ", (351),48.6%
2189,EAST WEYMOUTH,MA," 5,037 "," 4,386 ", (651),46.5%
2189,WEYMOUTH,MA," 1,212 "," 1,017 ", (195),45.6%
2190,S WEYMOUTH,MA, 570 , 640 , 70 ,52.9%
2190,SOUTH WEYMOUTH,MA," 6,144 "," 6,224 ", 80 ,50.3%
2190,WEYMOUTH,MA, 703 , 817 , 114 ,53.8%
2191,N WEYMOUTH,MA, 184 , 169 , (15),47.9%
2191,NORTH WEYMOUTH,MA," 2,105 "," 2,055 ", (50),49.4%
2191,WEYMOUTH,MA, 337 , 358 , 21 ,51.5%
2196,BOSTON,MA, 110 , 190 , 80 ,63.3%
2199,BOSTON,MA," 1,851 "," 1,700 ", (151),47.9%
2205,BOSTON,MA, 848 , 972 , 124 ,53.4%
2210,BOSTON,MA," 8,840 "," 8,489 ", (351),49.0%
2215,BOSTON,MA," 13,792 "," 8,184 "," (5,608)",37.2%
2238,CAMBRIDGE,MA, 302 , 188 , (114),38.4%
2269,QUINCY,MA, 589 , 504 , (85),46.1%
2284,BOSTON,MA, 152 , -   , (152),0.0%
2301,BROCKTON,MA," 23,309 "," 19,515 "," (3,794)",45.6%
2302,BROCKTON,MA," 10,278 "," 9,115 "," (1,163)",47.0%
2303,BROCKTON,MA, 820 ," 1,503 ", 683 ,64.7%
2305,BROCKTON,MA, 23 , 87 , 64 ,79.1%
2322,AVON,MA," 1,534 "," 1,514 ", (20),49.7%
2324,BRIDGEWATER,MA," 8,220 "," 7,974 ", (246),49.2%
2327,BRYANTVILLE,MA, -   , 13 , 13 ,100.0%
2330,CARVER,MA," 2,922 "," 3,296 ", 374 ,53.0%
2331,DUXBURY,MA," 1,007 ", 606 , (401),37.6%
2332,DUXBURY,MA," 4,082 "," 4,659 ", 577 ,53.3%
2333,E BRIDGEWATER,MA, 187 , 190 , 3 ,50.4%
2333,EAST BRIDGEWATER,MA," 3,117 "," 3,174 ", 57 ,50.5%
2334,EASTON,MA, 41 , 12 , (29),22.6%
2338,HALIFAX,MA," 2,377 "," 2,120 ", (257),47.1%
2339,HANOVER,MA," 3,424 "," 3,741 ", 317 ,52.2%
2341,HANSON,MA," 2,400 "," 2,866 ", 466 ,54.4%
2343,HOLBROOK,MA," 3,359 "," 3,198 ", (161),48.8%
2345,MANOMET,MA, 441 , 329 , (112),42.7%
2346,MIDDLEBORO,MA," 8,393 "," 8,353 ", (40),49.9%
2347,LAKEVILLE,MA," 3,297 "," 3,767 ", 470 ,53.3%
2350,MONPONSETT,MA, 198 , 11 , (187),5.3%
2351,ABINGTON,MA," 5,144 "," 5,200 ", 56 ,50.3%
2355,NORTH CARVER,MA, 44 , -   , (44),0.0%
2356,NORTH EASTON,MA," 3,294 "," 3,686 ", 392 ,52.8%
2358,NORTH PEMBROKE,MA, -   , 13 , 13 ,100.0%
2359,PEMBROKE,MA," 4,282 "," 4,767 ", 485 ,52.7%
2360,PLYMOUTH,MA," 22,326 "," 25,117 "," 2,791 ",52.9%
2361,PLYMOUTH,MA, 250 , 119 , (131),32.2%
2362,PLYMOUTH,MA," 1,068 ", 623 , (445),36.8%
2364,KINGSTON,MA," 3,911 "," 4,357 ", 446 ,52.7%
2366,SOUTH CARVER,MA, 25 , 13 , (12),34.2%
2367,PLYMPTON,MA, 672 , 773 , 101 ,53.5%
2368,RANDOLPH,MA," 12,175 "," 11,667 ", (508),48.9%
2370,ROCKLAND,MA," 5,746 "," 5,426 ", (320),48.6%
2375,SOUTH EASTON,MA," 4,078 "," 3,813 ", (265),48.3%
2379,W BRIDGEWATER,MA, 83 , 85 , 2 ,50.6%
2379,WEST BRIDGEWATER,MA," 1,957 "," 1,949 ", (8),49.9%
2381,WHITE HORSE BEACH,MA, -   , 11 , 11 ,100.0%
2382,WHITMAN,MA," 4,641 "," 4,634 ", (7),50.0%
2420,LEXINGTON,MA," 4,236 "," 4,739 ", 503 ,52.8%
2421,LEXINGTON,MA," 6,211 "," 6,515 ", 304 ,51.2%
2445,BROOKLINE,MA," 10,994 "," 8,551 "," (2,443)",43.8%
2446,BROOKLINE,MA," 19,907 "," 14,311 "," (5,596)",41.8%
2447,BROOKLINE VILLAGE,MA, -   , 48 , 48 ,100.0%
2451,NORTH WALTHAM,MA, 482 , 371 , (111),43.5%
2451,WALTHAM,MA," 9,798 "," 8,091 "," (1,707)",45.2%
2452,NORTH WALTHAM,MA, 846 , 699 , (147),45.2%
2452,WALTHAM,MA," 5,315 "," 4,393 ", (922),45.3%
2453,SOUTH WALTHAM,MA," 1,059 ", 828 , (231),43.9%
2453,WALTHAM,MA," 14,039 "," 11,476 "," (2,563)",45.0%
2454,WALTHAM,MA, 246 , 442 , 196 ,64.2%
2455,NORTH WALTHAM,MA, 28 , -   , (28),0.0%
2456,NEW TOWN,MA, 12 , -   , (12),0.0%
2458,NEWTON,MA," 5,355 "," 4,891 ", (464),47.7%
2458,NEWTONVILLE,MA, 291 , 224 , (67),43.5%
2459,NEWTON,MA, 883 , 856 , (27),49.2%
2459,NEWTON CENTER,MA," 4,691 "," 5,005 ", 314 ,51.6%
2459,NEWTON CENTRE,MA, 451 , 488 , 37 ,52.0%
2460,NEWTON,MA, 454 , 423 , (31),48.2%
2460,NEWTONVILLE,MA," 3,396 "," 3,416 ", 20 ,50.1%
2461,NEWTON,MA, 634 , 606 , (28),48.9%
2461,NEWTON HIGHLANDS,MA," 2,001 "," 2,090 ", 89 ,51.1%
2461,NEWTON HLDS,MA, 97 , 82 , (15),45.8%
2462,NEWTON,MA, 76 , 44 , (32),36.7%
2462,NEWTON L F,MA, 52 , 35 , (17),40.2%
2462,NEWTON LOWER FALLS,MA, 358 , 280 , (78),43.9%
2464,NEWTON,MA, 351 , 297 , (54),45.8%
2464,NEWTON U F,MA, 121 , 125 , 4 ,50.8%
2464,NEWTON UPPER FALLS,MA," 1,216 "," 1,046 ", (170),46.2%
2465,NEWTON,MA, 607 , 575 , (32),48.6%
2465,WEST NEWTON,MA," 3,071 "," 3,153 ", 82 ,50.7%
2466,AUBURNDALE,MA," 3,219 "," 2,890 ", (329),47.3%
2467,CHESTNUT HILL,MA," 7,570 "," 7,243 ", (327),48.9%
2468,WABAN,MA," 1,701 "," 1,842 ", 141 ,52.0%
2471,WATERTOWN,MA, 11 , 55 , 44 ,83.3%
2472,EAST WATERTOWN,MA, 261 , 241 , (20),48.0%
2472,WATERTOWN,MA," 19,074 "," 17,167 "," (1,907)",47.4%
2474,ARLINGTON,MA," 11,470 "," 10,448 "," (1,022)",47.7%
2476,ARLINGTON,MA," 6,022 "," 5,676 ", (346),48.5%
2478,BELMONT,MA," 9,917 "," 9,879 ", (38),49.9%
2481,WELLESLEY,MA, 548 , 511 , (37),48.3%
2481,WELLESLEY HILLS,MA," 3,550 "," 4,067 ", 517 ,53.4%
2481,WELLESLEY HLS,MA, 468 , 576 , 108 ,55.2%
2482,WELLESLEY,MA," 3,946 "," 3,685 ", (261),48.3%
2492,NEEDHAM,MA," 4,945 "," 5,923 ", 978 ,54.5%
2493,WESTON,MA," 3,389 "," 4,100 ", 711 ,54.7%
2494,NEEDHAM,MA," 1,155 "," 1,308 ", 153 ,53.1%
2494,NEEDHAM HEIGHTS,MA," 2,969 "," 3,181 ", 212 ,51.7%
2494,NEEDHAM HGTS,MA, 190 , 217 , 27 ,53.3%
2532,BOURNE,MA, 844 , 894 , 50 ,51.4%
2532,BUZZARDS BAY,MA," 4,573 "," 4,758 ", 185 ,51.0%
2534,CATAUMET,MA, 432 , 411 , (21),48.8%
2535,AQUINNAH,MA, 546 , 173 , (373),24.1%
2535,CHICOPEE,MA, 165 , 172 , 7 ,51.0%
2535,CHILMARK,MA, 857 ," 1,475 ", 618 ,63.3%
2536,E FALMOUTH,MA," 2,527 "," 2,453 ", (74),49.3%
2536,EAST FALMOUTH,MA," 5,675 "," 6,106 ", 431 ,51.8%
2536,TEATICKET,MA," 1,806 "," 2,063 ", 257 ,53.3%
2537,E SANDWICH,MA, 227 , 415 , 188 ,64.6%
2537,EAST SANDWICH,MA," 1,942 "," 1,974 ", 32 ,50.4%
2538,E WAREHAM,MA, 263 , 318 , 55 ,54.7%
2538,EAST WAREHAM,MA," 1,542 "," 1,636 ", 94 ,51.5%
2538,EASTWAREHAM,MA, 44 , 54 , 10 ,55.1%
2539,EDGARTOWN,MA," 3,173 "," 3,673 ", 500 ,53.7%
2540,FALMOUTH,MA," 4,882 "," 5,442 ", 560 ,52.7%
2541,FALMOUTH,MA, 213 , 250 , 37 ,54.0%
2542,BUZZARDS BAY,MA, 162 , 103 , (59),38.9%
2542,OTIS ANGB,MA, -   , 11 , 11 ,100.0%
2543,WOODS HOLE,MA, 683 , 817 , 134 ,54.5%
2553,MONUMENT BEACH,MA, 307 , 215 , (92),41.2%
2554,NANTUCKET,MA," 7,514 "," 7,927 ", 413 ,51.3%
2556,N FALMOUTH,MA, 35 , 46 , 11 ,56.8%
2556,NORTH FALMOUTH,MA," 2,635 "," 2,508 ", (127),48.8%
2557,OAK BLUFFS,MA," 2,598 "," 2,279 ", (319),46.7%
2558,ONSET,MA," 1,279 "," 1,278 ", (1),50.0%
2559,POCASSET,MA," 2,163 "," 2,051 ", (112),48.7%
2561,SAGAMORE,MA, 89 , 77 , (12),46.4%
2562,SAGAMORE BCH,MA, 169 , 185 , 16 ,52.3%
2562,SAGAMORE BEACH,MA," 1,311 "," 1,420 ", 109 ,52.0%
2563,SANDWICH,MA," 3,782 "," 4,009 ", 227 ,51.5%
2564,NANTUCKET,MA, 92 , 18 , (74),16.4%
2564,SIASCONSET,MA, 857 , 804 , (53),48.4%
2568,VINEYARD HAVEN,MA," 3,478 "," 3,502 ", 24 ,50.2%
2571,WAREHAM,MA," 4,417 "," 4,531 ", 114 ,50.6%
2574,W FALMOUTH,MA, 41 , 39 , (2),48.8%
2574,WEST FALMOUTH,MA, 805 , 404 , (401),33.4%
2575,WEST TISBURY,MA, 831 , 955 , 124 ,53.5%
2576,WEST WAREHAM,MA," 1,476 "," 1,579 ", 103 ,51.7%
2584,NANTUCKET,MA, 887 , 883 , (4),49.9%
2601,HYANNIS,MA," 8,743 "," 7,976 ", (767),47.7%
2630,BARNSTABLE,MA," 1,025 "," 1,172 ", 147 ,53.3%
2631,BREWSTER,MA," 6,245 "," 6,641 ", 396 ,51.5%
2632,CENTERVILLE,MA," 5,133 "," 5,328 ", 195 ,50.9%
2633,CHATHAM,MA," 3,228 "," 3,839 ", 611 ,54.3%
2635,COTUIT,MA," 2,286 "," 2,194 ", (92),49.0%
2637,BARNSTABLE,MA, -   , 11 , 11 ,100.0%
2637,CUMMAQUID,MA, 105 , 58 , (47),35.6%
2638,DENNIS,MA," 2,460 "," 2,570 ", 110 ,51.1%
2639,DENNIS PORT,MA," 2,914 "," 2,840 ", (74),49.4%
2639,DENNISPORT,MA, 191 , 276 , 85 ,59.1%
2641,EAST DENNIS,MA, 949 , 730 , (219),43.5%
2642,EASTHAM,MA," 2,957 "," 3,398 ", 441 ,53.5%
2643,EAST ORLEANS,MA, 952 , 679 , (273),41.6%
2644,FORESTDALE,MA," 1,609 "," 1,545 ", (64),49.0%
2645,E HARWICH,MA, 166 , 140 , (26),45.8%
2645,HARWICH,MA," 4,353 "," 4,906 ", 553 ,53.0%
2646,HARWICH PORT,MA," 2,005 "," 2,164 ", 159 ,51.9%
2647,HYANNIS PORT,MA, 410 , 336 , (74),45.0%
2648,MARSTONS MILLS,MA," 2,542 "," 2,597 ", 55 ,50.5%
2648,MARSTONS MLS,MA, 157 , 71 , (86),31.1%
2649,MASHPEE,MA," 9,725 "," 10,326 ", 601 ,51.5%
2650,NORTH CHATHAM,MA, 934 ," 1,031 ", 97 ,52.5%
2651,NORTH EASTHAM,MA," 1,051 "," 1,025 ", (26),49.4%
2651,WALTHAM,MA, 18 , 14 , (4),43.8%
2652,NORTH TRURO,MA," 1,117 "," 1,446 ", 329 ,56.4%
2653,ORLEANS,MA," 3,018 "," 3,860 ", 842 ,56.1%
2655,OSTERVILLE,MA," 3,477 "," 3,416 ", (61),49.6%
2657,PROVINCETOWN,MA," 5,032 "," 5,348 ", 316 ,51.5%
2659,SOUTH CHATHAM,MA, 811 , 935 , 124 ,53.6%
2660,SOUTH DENNIS,MA," 3,771 "," 3,696 ", (75),49.5%
2661,SOUTH HARWICH,MA, 24 , 85 , 61 ,78.0%
2662,SOUTH ORLEANS,MA, 424 , 277 , (147),39.5%
2663,S WELLFLEET,MA, 69 , 72 , 3 ,51.1%
2663,SOUTH WELLFLEET,MA, 291 , 266 , (25),47.8%
2664,S YARMOUTH,MA, 846 , 912 , 66 ,51.9%
2664,SOUTH YARMOUTH,MA," 4,879 "," 4,822 ", (57),49.7%
2666,TRURO,MA," 1,742 "," 1,794 ", 52 ,50.7%
2667,WELLFLEET,MA," 3,186 "," 3,426 ", 240 ,51.8%
2668,W BARNSTABLE,MA, 128 , 109 , (19),46.0%
2668,WEST BARNSTABLE,MA, 969 ," 1,136 ", 167 ,54.0%
2669,WEST CHATHAM,MA, 467 , 423 , (44),47.5%
2670,WEST DENNIS,MA," 1,716 "," 1,723 ", 7 ,50.1%
2671,WEST HARWICH,MA," 1,457 "," 1,327 ", (130),47.7%
2672,W HYANNISPORT,MA, 12 , -   , (12),0.0%
2672,WEST HYANNISPORT,MA, 533 , 354 , (179),39.9%
2673,W YARMOUTH,MA, 378 , 260 , (118),40.8%
2673,WEST YARMOUTH,MA," 4,645 "," 4,647 ", 2 ,50.0%
2675,YARMOUTH PORT,MA," 3,493 "," 3,555 ", 62 ,50.4%
2702,ASSONET,MA," 1,105 "," 1,120 ", 15 ,50.3%
2702,FRAMINGHAM,MA, 48 , 75 , 27 ,61.0%
2703,ATTLEBORO,MA," 15,418 "," 15,430 ", 12 ,50.0%
2713,CUTTYHUNK,MA, -   , 15 , 15 ,100.0%
2715,DIGHTON,MA, 949 , 976 , 27 ,50.7%
2717,EAST FREETOWN,MA," 1,344 "," 1,230 ", (114),47.8%
2718,EAST TAUNTON,MA," 1,779 "," 1,832 ", 53 ,50.7%
2719,FAIRHAVEN,MA," 5,311 "," 5,282 ", (29),49.9%
2720,FALL RIVER,MA," 14,587 "," 13,491 "," (1,096)",48.0%
2720,NEW BEDFORD,MA, 313 , 258 , (55),45.2%
2721,FALL RIVER,MA," 11,182 "," 9,930 "," (1,252)",47.0%
2721,SOMERSET,MA, 224 , 219 , (5),49.4%
2722,DORCHESTER,MA, 13 , -   , (13),0.0%
2722,FALL RIVER,MA, 479 , 751 , 272 ,61.1%
2722,ROCHESTER,MA, 15 , 17 , 2 ,53.1%
2723,FALL RIVER,MA," 7,444 "," 6,862 ", (582),48.0%
2724,FALL RIVER,MA," 7,347 "," 6,956 ", (391),48.6%
2725,DORCHESTER,MA, 15 , -   , (15),0.0%
2725,SOMERSET,MA, 551 , 586 , 35 ,51.5%
2726,FALL RIVER,MA, 72 , 91 , 19 ,55.8%
2726,SOMERSET,MA," 3,796 "," 4,096 ", 300 ,51.9%
2738,MARION,MA," 2,323 "," 2,613 ", 290 ,52.9%
2739,MATTAPOISETT,MA," 2,754 "," 2,991 ", 237 ,52.1%
2740,NEW BEDFORD,MA," 19,285 "," 16,590 "," (2,695)",46.2%
2741,NEW BEDFORD,MA, -   , 24 , 24 ,100.0%
2742,NEW BEDFORD,MA, 42 , 253 , 211 ,85.8%
2743,ACUSHNET,MA," 2,376 "," 2,531 ", 155 ,51.6%
2744,ACUSHNET,MA, 100 , 70 , (30),41.2%
2744,NEW BEDFORD,MA," 4,898 "," 4,436 ", (462),47.5%
2745,NEW BEDFORD,MA," 8,297 "," 8,071 ", (226),49.3%
2746,NEW BEDFORD,MA," 6,672 "," 5,682 ", (990),46.0%
2747,DARTMOUTH,MA," 1,250 "," 1,393 ", 143 ,52.7%
2747,N DARTMOUTH,MA, 786 , 931 , 145 ,54.2%
2747,NORTH DARTMOUTH,MA," 2,571 "," 2,614 ", 43 ,50.4%
2748,DARTMOUTH,MA, 806 , 913 , 107 ,53.1%
2748,NONQUITT,MA, 64 , 77 , 13 ,54.6%
2748,S DARTMOUTH,MA, 316 , 307 , (9),49.3%
2748,SOUTH DARTMOUTH,MA," 2,747 "," 3,264 ", 517 ,54.3%
2760,N ATTLEBORO,MA, 755 , 859 , 104 ,53.2%
2760,NORTH ATTLEBORO,MA," 7,778 "," 7,453 ", (325),48.9%
2761,N ATTLEBORO,MA, -   , 13 , 13 ,100.0%
2761,NORTH ATTLEBORO,MA, 45 , 73 , 28 ,61.9%
2762,PLAINVILLE,MA," 3,893 "," 3,550 ", (343),47.7%
2763,ATTLEBORO FALLS,MA, 570 , 673 , 103 ,54.1%
2763,N ATTLEBORO,MA, 19 , 14 , (5),42.4%
2763,NORTH ATTLEBORO,MA, 53 , 66 , 13 ,55.5%
2764,N DIGHTON,MA, 187 , 161 , (26),46.3%
2764,NORTH DIGHTON,MA, 861 , 924 , 63 ,51.8%
2766,NORTON,MA," 4,904 "," 4,925 ", 21 ,50.1%
2767,RAYNHAM,MA," 4,113 "," 4,688 ", 575 ,53.3%
2768,RAYNHAM CENTER,MA, 170 , 23 , (147),11.9%
2769,REHOBOTH,MA," 3,109 "," 3,605 ", 496 ,53.7%
2770,ROCHESTER,MA," 1,285 "," 1,455 ", 170 ,53.1%
2771,SEEKONK,MA," 3,868 "," 4,409 ", 541 ,53.3%
2777,SWANSEA,MA," 4,435 "," 4,890 ", 455 ,52.4%
2779,BERKLEY,MA," 1,227 "," 1,504 ", 277 ,55.1%
2780,TAUNTON,MA," 18,529 "," 18,020 ", (509),49.3%
2790,WESTPORT,MA," 5,019 "," 5,708 ", 689 ,53.2%
2791,WESTPORT POINT,MA, 25 , 47 , 22 ,65.3%
2801,ADAMSVILLE,RI, -   , 12 , 12 ,100.0%
2802,ALBION,RI, 225 , 174 , (51),43.6%
2804,ASHAWAY,RI, 782 , 924 , 142 ,54.2%
2806,BARRINGTON,RI," 4,724 "," 5,579 ", 855 ,54.1%
2807,BLOCK ISLAND,RI," 1,875 "," 1,340 ", (535),41.7%
2807,NEW SHOREHAM,RI, 63 , 14 , (49),18.2%
2808,BRADFORD,RI, 606 , 618 , 12 ,50.5%
2809,BRISTOL,RI," 7,415 "," 7,462 ", 47 ,50.2%
2812,CAROLINA,RI, 47 , 82 , 35 ,63.6%
2813,CHARLESTOWN,RI," 4,278 "," 4,505 ", 227 ,51.3%
2814,CHEPACHET,RI," 1,909 "," 2,295 ", 386 ,54.6%
2816,COVENTRY,RI," 10,825 "," 11,045 ", 220 ,50.5%
2817,W GREENWICH,RI, 104 , 145 , 41 ,58.2%
2817,WEST GREENWICH,RI," 1,886 "," 2,071 ", 185 ,52.3%
2818,E GREENWICH,RI, 265 , 394 , 129 ,59.8%
2818,EAST GREENWICH,RI," 7,136 "," 7,519 ", 383 ,51.3%
2822,EXETER,RI," 1,677 "," 1,899 ", 222 ,53.1%
2824,FORESTDALE,RI, -   , 11 , 11 ,100.0%
2825,FOSTER,RI," 1,275 "," 1,518 ", 243 ,54.4%
2826,GLENDALE,RI, 66 , 38 , (28),36.5%
2827,COVENTRY,RI, 26 , 121 , 95 ,82.3%
2827,GREENE,RI, 292 , 460 , 168 ,61.2%
2828,GREENVILLE,RI," 2,191 "," 2,331 ", 140 ,51.5%
2830,BURRILLVILLE,RI, 31 , 40 , 9 ,56.3%
2830,HARRISVILLE,RI," 1,838 "," 1,882 ", 44 ,50.6%
2831,HOPE,RI, 978 ," 1,255 ", 277 ,56.2%
2832,HOPE VALLEY,RI," 1,578 "," 1,667 ", 89 ,51.4%
2833,HOPKINTON,RI, 17 , -   , (17),0.0%
2835,JAMESTOWN,RI," 3,181 "," 3,285 ", 104 ,50.8%
2837,L COMPTON,RI, 242 , 232 , (10),48.9%
2837,LITTLE COMPTON,RI," 1,533 "," 1,930 ", 397 ,55.7%
2838,MANVILLE,RI," 1,927 "," 1,677 ", (250),46.5%
2839,MAPLEVILLE,RI, 348 , 337 , (11),49.2%
2840,NEWPORT,RI," 15,596 "," 14,673 ", (923),48.5%
2842,MIDDLETOWN,RI," 8,510 "," 8,100 ", (410),48.8%
2852,N KINGSTOWN,RI," 1,239 "," 1,131 ", (108),47.7%
2852,NORTH KINGSTOWN,RI," 7,322 "," 7,909 ", 587 ,51.9%
2857,N SCITUATE,RI, 172 , 190 , 18 ,52.5%
2857,NORTH SCITUATE,RI," 1,896 "," 2,242 ", 346 ,54.2%
2857,SCITUATE,RI, 103 , 142 , 39 ,58.0%
2859,PASCOAG,RI," 2,085 "," 2,187 ", 102 ,51.2%
2860,PAWTUCKET,RI," 21,130 "," 18,937 "," (2,193)",47.3%
2861,PAWTUCKET,RI," 9,867 "," 9,450 ", (417),48.9%
2862,PAWTUCKET,RI, 411 , 993 , 582 ,70.7%
2863,CENTRAL FALLS,RI," 7,613 "," 6,349 "," (1,264)",45.5%
2864,CUMBERLAND,RI," 11,000 "," 11,640 ", 640 ,51.4%
2865,LINCOLN,RI," 5,325 "," 5,841 ", 516 ,52.3%
2871,PORTSMOUTH,RI," 6,970 "," 7,178 ", 208 ,50.7%
2872,PRUDENCE ISLAND,RI, 13 , 43 , 30 ,76.8%
2873,ROCKVILLE,RI, -   , 16 , 16 ,100.0%
2874,SAUNDERSTOWN,RI," 1,743 "," 2,003 ", 260 ,53.5%
2875,SHANNOCK,RI, -   , 11 , 11 ,100.0%
2876,SLATERSVILLE,RI," 1,032 ", 835 , (197),44.7%
2878,TIVERTON,RI," 5,434 "," 5,914 ", 480 ,52.1%
2879,PEACE DALE,RI, 170 , 181 , 11 ,51.6%
2879,S KINGSTOWN,RI, 805 , 874 , 69 ,52.1%
2879,SOUTH KINGSTOWN,RI, 984 ," 1,070 ", 86 ,52.1%
2879,WAKEFIELD,RI," 6,617 "," 7,339 ", 722 ,52.6%
2880,WAKEFIELD,RI, 596 , 846 , 250 ,58.7%
2881,KINGSTON,RI," 1,145 ", 916 , (229),44.4%
2882,NARRAGANSETT,RI," 7,166 "," 7,407 ", 241 ,50.8%
2885,WARREN,RI," 4,466 "," 4,606 ", 140 ,50.8%
